id,name,mark,feetype
200393,Po星人Poes,Po星是一颗神秘的逆时空星球，上面居住着多变的Po星体。。。嗨,1
200394,阿汤日常篇三,阿汤的日常又又又来啦,1
200395,小芊和小芋,爱学习的学霸小芊和萌娃小芋的日常,1
200396,两颗星星,人生最浪漫的事，不过就是能够和你爱的人，在漆黑的夜空下数星星.,1
200397,可萌可贱黄哒哩,黄哒哩，微胖界的代表，喜欢吃喝打机和朋友一起玩，但是内心很脆弱，渴望朋友重视，不然会受伤不开心哦,1
200398,黄哒哩第二弹,黄哒哩，微胖界的代表，喜欢吃喝，C位出道，多才多艺闪亮登场，有点皮但很可爱,1
200399,逗比小梅,哈哈小梅这次又回来啦，带着满满的中二和搞笑，一起和好朋友们斗图吧。,1
200400,小红花大黄脸,快来和可爱的大黄脸一起献爱心吧，成为爱的一员。,1
200401,开黑表情日常篇,快来和好机友愉快开黑玩游戏啦！,1
200402,宫斗小表情,"清宫宫斗表情包上线啦！
请各位小主趁热下载体验吧！",1
200403,教师节快乐大字,祝各位老师教师节快乐！感恩有你！,1
200404,教师节祝福大字,教师节快乐，老师您辛苦了，祝您身体健康！,1
200405,教师节节日表情,敬爱的老师，祝您节日快乐！,1
200406,咕咕叽粤语篇二,咕咕叽带你体会粤语的美妙之处,1
200407,强强绝地求生二,强强绝地求生系列第二季，大吉大利，带你吃鸡。,1
200408,感恩教师节大字,感恩教师节，老师您辛苦了！,1
200409,呵呵熊,大家好，我叫呵呵熊，一只又笨又骚的小熊！,1
200410,片片仔之处女座,公主化身，人见人爱，不萌不卖。,1
200411,海陆丰闽语正字二,海陆丰闽语正字表情第二弹,1
200412,海陆丰闽语正字三,海陆丰闽语正字表情第三弹,1
200413,咚宝第二弹,小咚咚又来啦,1
200414,阿泡和阿菇,阿泡是一只高冷的柯基，阿菇是一根文艺的金针菇，她们会有什么有趣的故事呢,1
200416,老铁斗图,幽默搞笑的老铁斗图,1
200417,Komeiji Family,"古明地一家, 由画师東天紅创作的LINE表情包",1
200418,胖胖咩第四弹,慵懒蠢萌的胖胖咩又来了！,1
200419,字字哈咪猫,哈咪猫开心无处不在！,1
200420,北鼻第一季,自然萌的北鼻闪亮登场，爱吃冰淇淋，偶尔吸吸猫，瑜伽达人，家里还有只土狗名字叫傻逗。,1
200421,羊宝宝第二弹,我们又来啦,1
200422,愿你清凉一夏,夏季风格问候语,1
200423,萌萌哒符号,萌萌哒符号，欢迎下载使用！,1
200425,清宫,大清日常用语,1
200426,风语咒,电影《风语咒》超帅表情包来袭,1
200427,懒熊熊与兔蛮蛮四,减肥是不可能减肥的啦,1
200428,早安蛋蛋第六锅,早安蛋蛋第六锅开涮啦，各种口味的蛋蛋都有，快来下载吧！,1
200429,恋爱情话日常文字,恋人间的日常生活文字表情，祝愿你们永远幸福！,1
200430,教师节专用祝福,祝老师们节日快乐,1
200431,兵哥哥和小迷妹,兵哥哥带领小迷妹永远向前进,1
200432,兵哥哥第二弹,战友们还记得在军营那些激情燃烧的岁月吗？,1
200433,居老师,萌萌哒朱一龙表情包上线啦！！！快来围观居老师！,1
200434,小红花大黄脸,快来和可爱的大黄脸一起献爱心吧，成为爱的一员。,1
200435,小肥象中秋篇,一只来自西双版纳的小肥象想和你一起过中秋,1
200436,中秋手写祝福,祝大家中秋节快乐！幸福快乐每一天！,1
200437,中秋国庆剪纸祝福,剪纸中秋国庆祝福,1
200438,好污的小手,有毒的小手，抚摸它，把玩它，和你的好友换一下聊天背景吧，看看会发生什么，你们的友谊可能会进一步发展喔,1
200439,豌豆宝宝,生活很焦虑，偶尔也抑郁，豌豆宝宝需要你安慰。,1
200440,兵哥哥吃鸡,兵哥哥带你吃鸡,1
200441,小马国女孩大师姐,小马国女孩大师姐余晖烁烁落日余晖,1
200442,小马宝莉苹果嘉儿,诚实元素已下线,1
200443,小呆第二篇,我也不知道哪出了问题,1
200444,插画有说唱,欢迎观赏由起司文艺众插画家们带来的插画有说唱  有各种经典说唱台词任你们pick,1
200445,美食物语,这世界上好吃的怎么这么多！,4
200446,猫妖的诱惑,腾讯动漫《猫妖的诱惑》专属表情包，请签收你的猫系女友,5
200447,中秋快乐大字,祝大家中秋节快乐,1
200448,三行情书手写篇,每天用简短而有爱的三行情书给爱情保鲜吧！,1
200449,面面日常,面面是个帅帅的小王子，初次见面多多关照,1
200450,兔小言,今天也要元气满满,1
200451,熊范儿二,你熊范儿还是你熊范儿。,1
200452,HE琥珀,虚拟生命琥珀小姐姐,1
200453,古诗赏析一,此表情大部分为高中古诗，希望同学们能够在聊天中学习。,1
200454,小橘桃,橘桃，你也曾在无花果树里寻花。,1
200455,保过君第一篇,知书达礼少年郎，彬彬有礼保过君。,1
200456,宁宝第一弹,呆萌可爱的宁宝，喜欢听海，喜欢鸟鸣，喜欢出游，喜欢温泉，喜欢传统文化,1
200457,情侣恋爱日常专用,斗图君也脱单啦，情侣聊天必备,1
200458,兵哥哥和小迷妹二,带领小迷妹永远向前进,1
200459,气球飘飘,看！气球在飘呢！欢迎下载使用！,1
200461,切克喵第二弹,"萌萌可爱的小短腿切克喵第二弹闪亮登场咯
喵喵的微信公众号qikecat
欢迎来喂喵粮",1
200462,宝宝表示对话框,可以让宝宝代替你表示你想要表达的心情！欢迎下载使用！,1
200463,嘀嗒兔第五窝,嘿，有没有发现这一次嘀嗒兔很励志啦？游泳，跳舞，看书，有哪个小朋友和嘀嗒兔一样？,1
200464,云上的小笼包,没错，就是你想的居居的小笼包,1
200465,小马国女孩小蝶,小马国女孩小蝶柔柔,1
200466,人脸熊猫第四辑,这熊猫又又又来了，同样的配方，全新的味道，喜欢你用起来。,1
200475,俑哥小心情,和QQfamily一起，兵马俑燥起来！,1
200476,人脸熊猫第三辑,这熊猫又又来了，同样的配方，全新的味道，喜欢你用起来。,1
200477,对话框输入法日常,对话框输入法日常篇,1
200478,萌叶之日常一,嗨，我就是有点呆，有点傻，爱撒娇，爱卖萌的萌叶，我是叶子宝宝，你看！我的耳朵都是树叶。爱你！,1
200479,迷你输入文字气泡,迷你输入文字气泡，欢迎下载使用,1
200480,红兔,红兔来啦，请多多关照支持哦。。,1
200481,卷爷,"我叫卷爷,来自啪叽.我叫这名字因为感觉很社会",1
200482,人脸熊猫第二辑,这熊猫又来了，同样的配方，全新的味道，喜欢你用起来。,1
200483,萌兔宝宝英语字母,超可爱又好玩还可以学习的萌兔宝宝英语字母篇，生动又有趣学习斗图两不勿哟，看哪个朋友拼得更多更好。,1
200484,Raby兔日常篇,Raby来自外星球，有一天它的飞船出了故障落到了地球，在这里遇到了很多新的小伙伴，Raby也从高冷慢慢变呆萌,1
200485,帽嘟嘟第一弹,炒鸡努力的煤矿工人...,1
200486,教教和圈圈,“教教和圈圈”是孩教圈面向岁儿童的教育动漫形象，它们是来自四叶草星球的小精灵，教教是一个淘气包，圈圈,1
200487,阿敢emoji大头篇,阿敢也玩起了emoji，一起来用大头表情包吧。,1
200488,多吃水果,多吃水果，身体健康！,1
200489,一个亿日常第三弹,一个亿是小男生，因表情丰富而闻名。哈哈哈哈哈,1
200490,一个亿日常第二弹,一个亿的表情包第二弹。希望大家喜欢！,1
200491,呆小汪,宇宙无敌可爱的呆小汪是也,1
200492,咪洛的日常第二季,萌萌的咪洛又来啦,1
200493,发光表情,来自远方的我，带去........,1
200494,怼人猫第一辑,一只不要惹我的猫，喵呜。。。,1
200495,治病药丸,治病药丸，欢迎下载使用！,1
200496,锦衣卫小旗官一,大明锦衣卫小旗官的日常表情，欢迎您的下载使用。,1
200497,猫与熊 干啥,未来五十年里，一代人因我们而快乐,1
200498,气泡在消失图案篇,气泡在消失图案篇欢迎下载使用！,1
200499,气泡在消失文字篇,气泡在消失文字篇，欢迎下载使用！,1
200500,桑达,天生丧丧的小胖脸，好像做什么都没什么精神，但其实内心在努力的对生活吐槽哦,1
200501,吊带裤猪猪,穿上衣服依旧是小白猪,1
200502,萌兔宝宝数字字母,超可爱萌兔宝宝数字字母篇，生动又有趣学习斗图两不勿，看哪个朋友拼得多拼得好。注：其他字母放在下一组,1
200503,聊天者联盟,众英雄陪你聊天，霸气，个性，有趣，快来发挥你的超能力吧。,1
200505,奶咪黑咪的日常,伯爵收养的两只小黑猫，经常在伯爵面前秀恩爱。对伯爵很高冷，其实最爱伯爵了。,1
200506,豹啪啪的日常,傻乎乎的豹啪啪单纯又善良，每天努力工作好让伯爵妈妈早点过上好日子。,1
200507,小马国女孩人暮,小马国女孩人类暮光闪闪,1
200508,丑萌,爱小黄鸭的丑萌,1
200509,中秋佳节大字祝福,祝大家中秋佳节开心快乐，合家团圆，万事如意，幸福美满！,1
200510,中秋快乐祝福大字,祝大家中秋快乐，合家团圆，生活美满，多吃点月饼！,1
200511,国庆字祝福语,祝大家国庆节快乐！,1
200512,是你的豆,以斗鱼二次元主播纳豆nado为原型的创作的表情包大脑阔up up,1
200513,发际线小哥,你好，我是托尼老师，还是两边打薄哇,1
200514,中秋团圆长辈专用,"中秋节到了,可爱的月饼兔子月亮给你带来美好祝福
长辈亲朋聊天祝福必备
祝大家中秋节快乐",1
200515,小二柴第三弹,欢乐小黄狗,1
200516,小二柴第二弹,小黄狗日常表情,1
200517,小二柴,欢乐小黄狗,1
200518,明星健身房表情包,腾讯视频出品《明星健身房》第二季，快来pick你喜欢的明星表情包吧,1
200519,萌兔宝宝中秋国庆,中秋和国庆节快到了，萌兔宝宝祝福大家中秋快乐，国庆快乐，这有一些祝福语哟，快来把祝福分享给大家吧。,1
200520,中秋节大字祝福语,中秋节到了快给亲戚朋友送祝福吧,1
200521,中秋快乐,美美满满，团团圆圆，欢度中秋。,1
200522,萌团国庆节大字,国庆快乐，祖国万岁，祝你放假玩的开心！,1
200523,萌动兔斯基,全新兔斯基表情让你的聊天萌动起来,1
200524,满意中秋节,送朋友，亲友，同学，长辈，领导。祝大家中秋快乐，幸福甜蜜。,1
200525,萌团中秋节大字,萌团来祝大家中秋节快乐啦！,1
200526,中秋字祝福语,中秋节快乐,1
200527,冷兔宝宝常用词表,冷兔宝宝聊天基础班开学啦！各位小宝贝们快坐好，跟着冷兔宝宝一起学习常用词表，成为聊天小能手吧！,1
200528,长草颜团子第十篇,我要做一个精致的居居团，夸我，快夸我。,1
200529,字字烟花迎国庆,伟大的祖国生日快乐，普天同庆，大家快乐！！！,1
200530,字字烟花贺中秋,时光如骏，一年一度的中秋节又到了，在这小雨祝大家中秋节快乐，合家团圆，幸福安康，万事如意，佳人有约哈,1
200531,中秋快乐祝福语,祝大家中秋快乐，合家团圆，一起赏月吃月饼,1
200532,可爱简笔画表情,男女老少都爱用的表情，你的朋友都在用！,1
200533,可爱汪第一窝,这么可爱的我确定不带一个回家么 汪,1
200534,花语聊天,花语聊天，美丽好心情！,1
200536,喵p酱,呆萌犯傻的喵p酱,1
200537,恶搞温馨提示,恶搞温馨提示，欢迎下载使用！,1
200538,二狗嗨,每每看到二哈，总在想它到底是在瞪我呢还是在瞪我呢还是在瞪我呢，霸气侧漏，也许它是让我的灵魂颤栗了吧哈,1
200539,进度条第一弹,进度条第一弹，欢迎下载使用！,1
200540,瓜皮兔,要想生活过得去，头上哪能没点绿？卖大萌耍小贱的瓜皮兔来啦！,1
200541,阿哆哆二,最近哆哆都瘦了，希望大家养肥它！,1
200542,进度条第二弹,进度条第二弹，欢迎免费下载使用！,1
200543,破耳兔第四篇,哔哔哔你的破耳突然出现，请快速签收这只兔兔！,1
200544,小悦阅,阅读联通梦想，我是喜欢读书的小悦阅，一起读书吧！,1
200545,情满中秋花好月圆,情满中秋，送给家人，朋友，或是自己一份美好的问候吧。,1
200546,国庆星星祝福字,国庆快乐，旅游聚会约起来，开心放大假！,1
200547,健康生活,你老公喊你健康生活啦，赶快下载吧,5
200548,中秋祝福表情包,中秋快乐,1
200549,冷兔baby篇,萌萌的冷兔baby来啦，快把它抱走呀,1
200550,THProject十六萌,十六萌，由bilibili伪绘画区咸鱼拖更UP 菟耳魔理莎为东方众带来。,1
200551,麒麟秋烁表情包,彩虹小马第八季新出场的可爱小麒麟 秋烁的表情包,1
200552,如厕人生,佛说：一花一世界，一叶一菩提。俺说：一个小小的马桶，也会有它的故事。,1
200553,一只傲娇猫红包篇,发红包啦,1
200554,家庭日常聊天,花的世界，暖暖的问候,1
200555,猫与熊之哇喔,未来五十年，一代人因你而快乐,1
200556,厉小成,贱萌贱萌的历小成陪你度过每一天,1
200557,懒人日常一,懒人专享简单表情,1
200559,软小团,一只调皮捣蛋的丸子,1
200560,屁屁和喵喵,我们是一对可爱的小情侣哦,1
200561,晴天宝宝小腮红,喜欢的人未必能在一起，那遇到喜欢的食物就多吃点吧！我是小腮红，一个为你扫走乌云，带来好运的晴天娃娃！,1
200562,萌小咪的日常,征服猫奴们的猫主子,1
200563,片片仔之处女座,战士化身，人见人爱，不萌不卖。,1
200564,近近,我其实是一只小鲸鱼,1
200565,桂子兔的日常二,桂子兔日常的第二辑，准备好快来带走我,1
200566,木头爱聊天,这种聊天就是需要这样的表情，来下载吧,1
200567,有趣彩虹文字聊天,聊天就是需要骚表情,1
200568,藕荷第二季,你的眼前今天就绽放着可爱的花朵儿,1
200569,熊猫西西,爱笑的小不点儿名叫西西,1
200570,萌宠小白,一只可爱的白团子,1
200571,小马踩踩,来自Derpibooru的一名小马,1
200572,萌妹小梅,我是一个充满热情又中二，喜欢喝蜂蜜的元气少女,1
200573,小飞猪情侣篇,忙着变可爱，忙着谈恋爱,1
200574,生日快乐祝福字二,亲爱的生日快乐，身体健康，心想事成！,1
200575,桂子兔的日常一,来自月宫的兔子第一弹,1
200576,快乐小梅,善良，中二，活泼，我是给大家带来快乐的小梅同学，喜欢一定要下载发送关注我哦。,1
200577,爱探险的咔叽,魔石危机已经过去了年，咔叽们从地底重回卡德里亚大陆，面对这个熟悉而又陌生的世界，咔叽们组成小队踏上,1
200578,秦时明月荆天明,“秦时明月”荆天明搞怪卖萌耍贱，惊喜来袭！让天明代替你说出那些“只可意会”的心情吧！,1
200579,憨包先生,肉圆的脑袋，稀松的头发，挫挫的短腿，你爱我吗？,1
200580,阿萌萌暑游记,暑假过去了，太阳还没过去,1
200581,真正火柴人,真正火柴人来了，欢迎大家下载！,4
200582,日常用语圆圈圈,日常用语圆圈圈，欢迎下载使用！,1
200583,颜颜颜颜颜颜文字,哔哩星球的颜文字军团，在《前方高能神烦狗》中败给了蓝瘦香菇狗，被哔哩星球炒鱿鱼而沦落街头了，求新主..,1
